abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,generation,height_m,hp,is_legendary,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg
"['Steadfast', 'Inner Focus', 'Prankster']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,70,6400,70,285,75,Emanation PokÃ©mon,40,1059860,4,0.7,40,0,Rioluãƒªã‚ªãƒ«,Riolu,88.1,447,35,40,60,fighting,,20.2
"['Steadfast', 'Inner Focus', 'Justified']",0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,110,6400,70,525,45,Aura PokÃ©mon,70,1059860,4,1.2,70,0,Lucarioãƒ«ã‚«ãƒªã‚ª,Lucario,88.1,448,115,70,90,fighting,steel,54
"['Sand Stream', 'Sand Force']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,72,7680,70,330,140,Hippo PokÃ©mon,78,1250000,4,0.8,68,0,Hippopotasãƒ’ãƒãƒã‚¿ã‚¹,Hippopotas,50,449,38,42,32,ground,,49.5
"['Sand Stream', 'Sand Force']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,112,7680,70,525,60,Heavyweight PokÃ©mon,118,1250000,4,2,108,0,Kabaldonã‚«ãƒãƒ«ãƒ‰ãƒ³,Hippowdon,50,450,68,72,47,ground,,300
"['Battle Armor', 'Sniper', 'Keen Eye']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,50,5120,70,330,120,Scorpion PokÃ©mon,90,1250000,4,0.8,40,0,Scorupiã‚¹ã‚³ãƒ«ãƒ”,Skorupi,50,451,30,55,65,poison,bug,12
"['Battle Armor', 'Sniper', 'Keen Eye']",1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,90,5120,70,500,45,Ogre Scorp PokÃ©mon,110,1250000,4,1.3,70,0,Dorapionãƒ‰ãƒ©ãƒ”ã‚ªãƒ³,Drapion,50,452,60,75,95,poison,dark,61.5
"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,61,2560,100,300,140,Toxic Mouth PokÃ©mon,40,1000000,4,0.7,48,0,Gureggruã‚°ãƒ¬ãƒƒã‚°ãƒ«,Croagunk,50,453,61,40,50,poison,fighting,23
"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,106,5120,70,490,75,Toxic Mouth PokÃ©mon,65,1000000,4,1.3,83,0,Dokurogãƒ‰ã‚¯ãƒ­ãƒƒã‚°,Toxicroak,50,454,86,65,85,poison,fighting,44.4
['Levitate'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,6400,70,454,200,Bug Catcher PokÃ©mon,72,1250000,4,1.4,74,0,Muskippaãƒžã‚¹ã‚­ãƒƒãƒ‘,Carnivine,50,455,90,72,46,grass,,27
"['Swift Swim', 'Storm Drain', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,49,5120,70,330,190,Wing Fish PokÃ©mon,56,600000,4,0.4,49,0,Keikouoã‚±ã‚¤ã‚³ã‚¦ã‚ª,Finneon,50,456,49,61,66,water,,7
"['Swift Swim', 'Storm Drain', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,69,5120,70,460,75,Neon PokÃ©mon,76,600000,4,1.2,69,0,Neolantãƒã‚ªãƒ©ãƒ³ãƒˆ,Lumineon,50,457,69,86,91,water,,24
"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,20,6400,70,345,25,Kite PokÃ©mon,50,1250000,4,1,45,0,Tamantaã‚¿ãƒžãƒ³ã‚¿,Mantyke,50,458,60,120,50,water,flying,65
"['Snow Warning', 'Soundproof']",2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,62,5120,70,334,120,Frosted Tree PokÃ©mon,50,1250000,4,1,60,0,Yukikaburiãƒ¦ã‚­ã‚«ãƒ–ãƒª,Snover,50,459,62,60,40,grass,ice,50.5
"['Snow Warning', 'Soundproof']",2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,92,5120,70,494,60,Frosted Tree PokÃ©mon,75,1250000,4,2.2,90,0,Yukinoohãƒ¦ã‚­ãƒŽã‚ªãƒ¼,Abomasnow,50,460,92,85,60,grass,ice,135.5
"['Pressure', 'Pickpocket']",2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,120,5120,35,510,45,Sharp Claw PokÃ©mon,65,1059860,4,1.1,70,0,Manyulaãƒžãƒ‹ãƒ¥ãƒ¼ãƒ©,Weavile,50,461,45,85,125,dark,ice,34
"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,70,5120,70,535,30,Magnet Area PokÃ©mon,115,1000000,4,1.2,70,0,Jibacoilã‚¸ãƒã‚³ã‚¤ãƒ«,Magnezone,,462,130,90,60,electric,steel,180
"['Own Tempo', 'Oblivious', 'Cloud Nine']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,5120,70,515,30,Licking PokÃ©mon,95,1000000,4,1.7,110,0,Berobeltãƒ™ãƒ­ãƒ™ãƒ«ãƒˆ,Lickilicky,50,463,80,95,50,normal,,140
"['Lightningrod', 'Solid Rock', 'Reckless']",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,140,5120,70,535,30,Drill PokÃ©mon,130,1250000,4,2.4,115,0,Dosidonãƒ‰ã‚µã‚¤ãƒ‰ãƒ³,Rhyperior,50,464,55,55,40,ground,rock,282.8
"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,5120,70,535,30,Vine PokÃ©mon,125,1000000,4,2,100,0,Mojumboãƒ¢ã‚¸ãƒ£ãƒ³ãƒœ,Tangrowth,50,465,110,50,50,grass,,128.6
"['Motor Drive', 'Vital Spirit']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,123,6400,70,540,30,Thunderbolt PokÃ©mon,67,1000000,4,1.8,75,0,Elekibleã‚¨ãƒ¬ã‚­ãƒ–ãƒ«,Electivire,75.4,466,95,85,95,electric,,138.6
"['Flame Body', 'Vital Spirit']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,95,6400,70,540,30,Blast PokÃ©mon,67,1000000,4,1.6,75,0,Booburnãƒ–ãƒ¼ãƒãƒ¼ãƒ³,Magmortar,75.4,467,125,95,83,fire,,68
"['Hustle', 'Serene Grace', 'Super Luck']",0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,50,2560,70,545,30,Jubilee PokÃ©mon,95,800000,4,1.5,85,0,Togekissãƒˆã‚²ã‚­ãƒƒã‚¹,Togekiss,88.1,468,120,115,80,fairy,flying,38
"['Speed Boost', 'Tinted Lens', 'Frisk']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,76,5120,70,515,30,Ogre Darner PokÃ©mon,86,1000000,4,1.9,86,0,Megayanmaãƒ¡ã‚¬ãƒ¤ãƒ³ãƒž,Yanmega,50,469,116,56,95,bug,flying,51.5
"['Leaf Guard', 'Chlorophyll']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,110,8960,35,525,45,Verdant PokÃ©mon,130,1000000,4,1,65,0,Leafiaãƒªãƒ¼ãƒ•ã‚£ã‚¢,Leafeon,88.1,470,60,65,95,grass,,25.5
"['Snow Cloak', 'Ice Body']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,60,8960,35,525,45,Fresh Snow PokÃ©mon,110,1000000,4,0.8,65,0,Glaciaã‚°ãƒ¬ã‚¤ã‚·ã‚¢,Glaceon,88.1,471,130,95,65,ice,,25.9
"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,95,5120,70,510,30,Fang Scorp PokÃ©mon,125,1059860,4,2,75,0,Glionã‚°ãƒ©ã‚¤ã‚ªãƒ³,Gliscor,50,472,45,75,95,ground,flying,42.5
"['Oblivious', 'Snow Cloak', 'Thick Fat']",1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,130,5120,70,530,50,Twin Tusk PokÃ©mon,80,1250000,4,2.5,110,0,Mammooãƒžãƒ³ãƒ ãƒ¼,Mamoswine,50,473,70,60,80,ice,ground,291
"['Adaptability', 'Download', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,535,30,Virtual PokÃ©mon,70,1000000,4,0.9,85,0,Porygon-zãƒãƒªã‚´ãƒ³ï¼º,Porygon-Z,,474,135,75,90,normal,,34
"['Steadfast', 'Justified']",1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,125,5120,35,518,45,Blade PokÃ©mon,65,1250000,4,1.6,68,0,Erureidoã‚¨ãƒ«ãƒ¬ã‚¤ãƒ‰,Gallade,100,475,65,115,80,psychic,fighting,52
"['Sturdy', 'Magnet Pull', 'Sand Force']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,55,5120,70,525,60,Compass PokÃ©mon,145,1000000,4,1.4,60,0,Dainoseãƒ€ã‚¤ãƒŽãƒ¼ã‚º,Probopass,50,476,75,150,40,rock,steel,340
"['Pressure', 'Frisk']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,100,6400,35,525,45,Gripper PokÃ©mon,135,800000,4,2.2,45,0,Yonoirãƒ¨ãƒŽãƒ¯ãƒ¼ãƒ«,Dusknoir,50,477,65,135,45,ghost,,106.6
"['Snow Cloak', 'Cursed Body']",0.5,2,1,1,1,0,2,1,2,1,1,0.5,0,0.5,1,2,2,1,80,5120,70,480,75,Snow Land PokÃ©mon,70,1000000,4,1.3,70,0,Yukimenokoãƒ¦ã‚­ãƒ¡ãƒŽã‚³,Froslass,0,478,80,70,110,ice,ghost,26.6
['Levitate'],0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1,50,5120,70,440,45,Plasma PokÃ©mon,77,1000000,4,0.3,50,0,Rotomãƒ­ãƒˆãƒ ,Rotom,,479,95,77,91,electric,ghost,0.3
['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,75,20480,140,580,3,Knowledge PokÃ©mon,130,1250000,4,0.3,75,1,Yuxieãƒ¦ã‚¯ã‚·ãƒ¼,Uxie,,480,75,130,95,psychic,,0.3
['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,105,20480,140,580,3,Emotion PokÃ©mon,105,1250000,4,0.3,80,1,Emritã‚¨ãƒ ãƒªãƒƒãƒˆ,Mesprit,,481,105,105,80,psychic,,0.3
['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,125,20480,140,580,3,Willpower PokÃ©mon,70,1250000,4,0.3,75,1,Agnomeã‚¢ã‚°ãƒŽãƒ ,Azelf,,482,125,70,115,psychic,,0.3
"['Pressure', 'Telepathy']",0.5,1,1,0.5,1,2,1,0.5,1,0.25,2,1,0.5,0,0.5,0.5,0.5,0.5,120,30720,0,680,3,Temporal PokÃ©mon,120,1250000,4,5.4,100,1,Dialgaãƒ‡ã‚£ã‚¢ãƒ«ã‚¬,Dialga,,483,150,100,90,steel,dragon,683
"['Pressure', 'Telepathy']",1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,120,30720,0,680,3,Spatial PokÃ©mon,100,1250000,4,4.2,90,1,Palkiaãƒ‘ãƒ«ã‚­ã‚¢,Palkia,,484,150,120,100,water,dragon,336
"['Flash Fire', 'Flame Body']",0.25,1,0.5,1,0.25,2,1,0.5,1,0.25,4,0.25,0.5,0,0.5,1,0.25,2,90,2560,100,600,3,Lava Dome PokÃ©mon,106,1250000,4,1.7,91,1,Heatranãƒ’ãƒ¼ãƒ‰ãƒ©ãƒ³,Heatran,50,485,130,106,77,fire,steel,430
['Slow Start'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,160,30720,0,670,3,Colossal PokÃ©mon,110,1250000,4,3.7,110,1,Regigigasãƒ¬ã‚¸ã‚®ã‚¬ã‚¹,Regigigas,,486,80,110,100,normal,,420
"['Pressure', 'Telepathy']",0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5,100,30720,0,680,3,Renegade PokÃ©mon,120,1250000,4,4.5,150,1,Giratina (another Forme)ã‚®ãƒ©ãƒ†ã‚£ãƒŠ,Giratina,,487,100,120,90,ghost,dragon,750
['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,70,30720,100,600,3,Lunar PokÃ©mon,120,1250000,4,1.5,120,1,Cresseliaã‚¯ãƒ¬ã‚»ãƒªã‚¢,Cresselia,0,488,75,130,85,psychic,,85.6
['Hydration'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,80,10240,70,480,30,Sea Drifter PokÃ©mon,80,1250000,4,0.4,80,0,Phioneãƒ•ã‚£ã‚ªãƒ,Phione,,489,80,80,80,water,,3.1
['Hydration'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,100,2560,70,600,3,Seafaring PokÃ©mon,100,1250000,4,0.3,100,1,ManaphyãƒžãƒŠãƒ•ã‚£,Manaphy,,490,100,100,100,water,,1.4
['Bad Dreams'],2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,90,30720,0,600,3,Pitch-Black PokÃ©mon,90,1250000,4,1.5,70,1,Darkraiãƒ€ãƒ¼ã‚¯ãƒ©ã‚¤,Darkrai,,491,135,90,125,dark,,50.5
['Natural Cure'],2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,30720,100,600,45,Gratitude PokÃ©mon,100,1059860,4,0.2,100,1,Shaymin (sky Forme)ã‚·ã‚§ã‚¤ãƒŸ,Shaymin,,492,100,100,100,grass,,2.1
['Multitype'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,120,30720,0,720,3,Alpha PokÃ©mon,120,1250000,4,3.2,120,1,Arceusã‚¢ãƒ«ã‚»ã‚¦ã‚¹,Arceus,,493,120,120,120,normal,,320
['Victory Star'],1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,100,30720,100,600,3,Victory PokÃ©mon,100,1250000,5,0.4,100,1,Victiniãƒ“ã‚¯ãƒ†ã‚£ãƒ‹,Victini,,494,100,100,100,psychic,fire,4
"['Overgrow', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,5120,70,308,45,Grass Snake PokÃ©mon,55,1059860,5,0.6,45,0,Tsutarjaãƒ„ã‚¿ãƒ¼ã‚¸ãƒ£,Snivy,88.1,495,45,55,63,grass,,8.1
"['Overgrow', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,413,45,Grass Snake PokÃ©mon,75,1059860,5,0.8,60,0,Janovyã‚¸ãƒ£ãƒŽãƒ“ãƒ¼,Servine,88.1,496,60,75,83,grass,,16
"['Overgrow', 'Contrary']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,75,5120,70,528,45,Regal PokÃ©mon,95,1059860,5,3.3,75,0,Jalordaã‚¸ãƒ£ãƒ­ãƒ¼ãƒ€,Serperior,88.1,497,75,95,113,grass,,63
"['Blaze', 'Thick Fat']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,63,5120,70,308,45,Fire Pig PokÃ©mon,45,1059860,5,0.5,65,0,Pokabuãƒã‚«ãƒ–,Tepig,88.1,498,45,45,45,fire,,9.9
"['Blaze', 'Thick Fat']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,93,5120,70,418,45,Fire Pig PokÃ©mon,55,1059860,5,1,90,0,Chaobooãƒãƒ£ã‚ªãƒ–ãƒ¼,Pignite,88.1,499,70,55,55,fire,fighting,55.5
"['Blaze', 'Reckless']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,123,5120,70,528,45,Mega Fire Pig PokÃ©mon,65,1059860,5,1.6,110,0,Enbuohã‚¨ãƒ³ãƒ–ã‚ªãƒ¼,Emboar,88.1,500,100,65,65,fire,fighting,150
"['Torrent', 'Shell Armor']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,55,5120,70,308,45,Sea Otter PokÃ©mon,45,1059860,5,0.5,55,0,MijumaruãƒŸã‚¸ãƒ¥ãƒžãƒ«,Oshawott,88.1,501,63,45,45,water,,5.9
"['Torrent', 'Shell Armor']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,5120,70,413,45,Discipline PokÃ©mon,60,1059860,5,0.8,75,0,Futachimaruãƒ•ã‚¿ãƒãƒžãƒ«,Dewott,88.1,502,83,60,60,water,,24.5
"['Torrent', 'Shell Armor']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,100,5120,70,528,45,Formidable PokÃ©mon,85,1059860,5,1.5,95,0,Daikenkiãƒ€ã‚¤ã‚±ãƒ³ã‚­,Samurott,88.1,503,108,70,70,water,,94.6
"['Run Away', 'Keen Eye', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,3840,70,255,255,Scout PokÃ©mon,39,1000000,5,0.5,45,0,MinezumiãƒŸãƒã‚ºãƒŸ,Patrat,50,504,35,39,42,normal,,11.6
"['Illuminate', 'Keen Eye', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,5120,70,420,255,Lookout PokÃ©mon,69,1000000,5,1.1,60,0,MiruhogãƒŸãƒ«ãƒ›ãƒƒã‚°,Watchog,50,505,60,69,77,normal,,27
"['Vital Spirit', 'Pickup', 'Run Away']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,3840,70,275,255,Puppy PokÃ©mon,45,1059860,5,0.4,45,0,Yorterrieãƒ¨ãƒ¼ãƒ†ãƒªãƒ¼,Lillipup,50,506,25,45,55,normal,,4.1
"['Intimidate', 'Sand Rush', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,3840,70,370,120,Loyal Dog PokÃ©mon,65,1059860,5,0.9,65,0,Herderrieãƒãƒ¼ãƒ‡ãƒªã‚¢,Herdier,50,507,35,65,60,normal,,14.7
"['Intimidate', 'Sand Rush', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,3840,70,500,45,Big-Hearted PokÃ©mon,90,1059860,5,1.2,85,0,Moolandãƒ ãƒ¼ãƒ©ãƒ³ãƒ‰,Stoutland,50,508,45,90,80,normal,,61
"['Limber', 'Unburden', 'Prankster']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,50,5120,70,281,255,Devious PokÃ©mon,37,1000000,5,0.4,41,0,Choronekoãƒãƒ§ãƒ­ãƒã‚³,Purrloin,50,509,50,37,66,dark,,10.1
"['Limber', 'Unburden', 'Prankster']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,88,5120,70,446,90,Cruel PokÃ©mon,50,1000000,5,1.1,64,0,Lepardasãƒ¬ãƒ‘ãƒ«ãƒ€ã‚¹,Liepard,50,510,88,50,106,dark,,37.5
"['Gluttony', 'Overgrow']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,53,5120,70,316,190,Grass Monkey PokÃ©mon,48,1000000,5,0.6,50,0,Yanappuãƒ¤ãƒŠãƒƒãƒ—,Pansage,88.1,511,53,48,64,grass,,10.5
"['Gluttony', 'Overgrow']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,98,5120,70,498,75,Thorn Monkey PokÃ©mon,63,1000000,5,1.1,75,0,Yanakkieãƒ¤ãƒŠãƒƒã‚­ãƒ¼,Simisage,88.1,512,98,63,101,grass,,30.5
"['Gluttony', 'Blaze']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,53,5120,70,316,190,High Temp PokÃ©mon,48,1000000,5,0.6,50,0,Baoppuãƒã‚ªãƒƒãƒ—,Pansear,88.1,513,53,48,64,fire,,11
"['Gluttony', 'Blaze']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,98,5120,70,498,75,Ember PokÃ©mon,63,1000000,5,1,75,0,Baokkieãƒã‚ªãƒƒã‚­ãƒ¼,Simisear,88.1,514,98,63,101,fire,,28
"['Gluttony', 'Torrent']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,53,5120,70,316,190,Spray PokÃ©mon,48,1000000,5,0.6,50,0,Hiyappuãƒ’ãƒ¤ãƒƒãƒ—,Panpour,88.1,515,53,48,64,water,,13.5
"['Gluttony', 'Torrent']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,98,5120,70,498,75,Geyser PokÃ©mon,63,1000000,5,1,75,0,Hiyakkieãƒ’ãƒ¤ãƒƒã‚­ãƒ¼,Simipour,88.1,516,98,63,101,water,,29
"['Forewarn', 'Synchronize', 'Telepathy']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,25,2560,70,292,190,Dream Eater PokÃ©mon,45,800000,5,0.6,76,0,Munnaãƒ ãƒ³ãƒŠ,Munna,50,517,67,55,24,psychic,,23.3
"['Forewarn', 'Synchronize', 'Telepathy']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,55,2560,70,487,75,Drowsing PokÃ©mon,85,800000,5,1.1,116,0,Musharnaãƒ ã‚·ãƒ£ãƒ¼ãƒŠ,Musharna,50,518,107,95,29,psychic,,60.5
"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,55,3840,70,264,255,Tiny Pigeon PokÃ©mon,50,1059860,5,0.3,50,0,Mamepatoãƒžãƒ¡ãƒ‘ãƒˆ,Pidove,50,519,36,30,43,normal,flying,2.1
"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,77,3840,70,358,120,Wild Pigeon PokÃ©mon,62,1059860,5,0.6,62,0,Hatobohãƒãƒˆãƒ¼ãƒœãƒ¼,Tranquill,50,520,50,42,65,normal,flying,15
"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,115,3840,70,488,45,Proud PokÃ©mon,80,1059860,5,1.2,80,0,Kenhallowã‚±ãƒ³ãƒ›ãƒ­ã‚¦,Unfezant,50,521,65,55,93,normal,flying,29
"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,60,5120,70,295,190,Electrified PokÃ©mon,32,1000000,5,0.8,45,0,Shimamaã‚·ãƒžãƒž,Blitzle,50,522,50,32,76,electric,,29.8
"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,100,5120,70,497,75,Thunderbolt PokÃ©mon,63,1000000,5,1.6,75,0,Zebraikaã‚¼ãƒ–ãƒ©ã‚¤ã‚«,Zebstrika,50,523,80,63,116,electric,,79.5
"['Sturdy', 'Weak Armor', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,75,3840,70,280,255,Mantle PokÃ©mon,85,1059860,5,0.4,55,0,Dangoroãƒ€ãƒ³ã‚´ãƒ­,Roggenrola,50,524,25,25,15,rock,,18
"['Sturdy', 'Weak Armor', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,105,3840,70,390,120,Ore PokÃ©mon,105,1059860,5,0.9,70,0,Gantleã‚¬ãƒ³ãƒˆãƒ«,Boldore,50,525,50,40,20,rock,,102
"['Sturdy', 'Sand Stream', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,135,3840,70,515,45,Compressed PokÃ©mon,130,1059860,5,1.7,85,0,Gigaiathã‚®ã‚¬ã‚¤ã‚¢ã‚¹,Gigalith,50,526,60,80,25,rock,,260
"['Unaware', 'Klutz', 'Simple']",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,45,3840,70,323,190,Bat PokÃ©mon,43,1000000,5,0.4,65,0,Koromoriã‚³ãƒ­ãƒ¢ãƒª,Woobat,50,527,55,43,72,psychic,flying,2.1
"['Unaware', 'Klutz', 'Simple']",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,57,3840,70,425,45,Courting PokÃ©mon,55,1000000,5,0.9,67,0,Kokoromoriã‚³ã‚³ãƒ­ãƒ¢ãƒª,Swoobat,50,528,77,55,114,psychic,flying,10.5
"['Sand Rush', 'Sand Force', 'Mold Breaker']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,85,5120,70,328,120,Mole PokÃ©mon,40,1000000,5,0.3,60,0,Mogurewãƒ¢ã‚°ãƒªãƒ¥ãƒ¼,Drilbur,50,529,30,45,68,ground,,8.5
"['Sand Rush', 'Sand Force', 'Mold Breaker']",0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,135,5120,70,508,60,Subterrene PokÃ©mon,60,1000000,5,0.7,110,0,Doryuzuãƒ‰ãƒªãƒ¥ã‚¦ã‚º,Excadrill,50,530,50,65,88,ground,steel,40.4
"['Healer', 'Regenerator', 'Klutz']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,5120,70,445,255,Hearing PokÃ©mon,86,800000,5,1.1,103,0,Tabunneã‚¿ãƒ–ãƒ³ãƒ,Audino,50,531,60,86,50,normal,,31
"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,80,5120,70,305,180,Muscular PokÃ©mon,55,1059860,5,0.6,75,0,Dokkorerãƒ‰ãƒƒã‚³ãƒ©ãƒ¼,Timburr,75.4,532,25,35,35,fighting,,12.5
